wire_id,bundle,circuit,signal,rail,endpoint_a,endpoint_b,connector_a,termination_a,connector_b,termination_b,from_xyz,to_xyz,route,gauge,routed_mm_est,service_slack_mm,strain_relief_mm,cut_length_mm,confidence,disposition,cut_to_fit_at_dry_fit,color_label,joint_ids,electrical_basis,ordering_class
W-CAS-027,on-cassette,CAMERA_USB,D−,A clean,CAS-DOCK.USB4_SOURCE.D−,BL-M8812EU2.DM,shielded USB 4-pin dock source contact,CRIMPED or SOLDERED per selected USB4,BL-M8812EU2 USB pad,SOLDERED,"X +42…+58, L near 0, Z local TBD",UNPLACED in cassette; X/L/Z TBD,on-cassette from shielded USB4 dock seat → unplaced WiFi seat,28 AWG,90,60,20,170,FIRM electrical / ASSUMPTION physical,HOLD — WiFi placement and USB4 body dry-fit,YES,white · USB D−,J-CAS-010; J-CAS-014; J-CAS-017,Connector map: Camera ↔ WiFi · D−→DM · shielded 4-pin / micro-USB,BASE
W-CAS-028,on-cassette,SPEAKER,speaker +,A clean,MAX98357A.SPK+,CAS-DOCK.SPEAKER_SOURCE.+,MAX98357A speaker pad,SOLDERED,JST-PH 2-pin dock source contact,CRIMPED contact,"X −31…−13.2, L −10.2…+9.2, Z +13…+16","X +42…+58, L near +32, Z local TBD",on-cassette amp → U-AUX speaker seat; keep away from ADC/Hall,24 AWG,70,40,20,130,FIRM electrical / ASSUMPTION physical,HOLD — cassette/dock dry-fit,YES,white · SPK+,J-CAS-018; J-CAS-017; J-AUD-002,"Connector map: Speaker · amp → speaker · +, − · JST-PH 2-pin",BASE
W-CAS-029,on-cassette,SPEAKER,speaker −,A clean,MAX98357A.SPK−,CAS-DOCK.SPEAKER_SOURCE.−,MAX98357A speaker pad,SOLDERED,JST-PH 2-pin dock source contact,CRIMPED contact,"X −31…−13.2, L −10.2…+9.2, Z +13…+16","X +42…+58, L near +32, Z local TBD",on-cassette amp → U-AUX speaker seat; keep away from ADC/Hall,24 AWG,70,40,20,130,FIRM electrical / ASSUMPTION physical,HOLD — cassette/dock dry-fit,YES,black · SPK−,J-CAS-018; J-CAS-017; J-AUD-002,"Connector map: Speaker · amp → speaker · +, − · JST-PH 2-pin",BASE
W-CAS-030,on-cassette,CAMERA_USB_DOCK_POWER,+5 V,A clean,CAS-DOCK.RAIL_A_INPUT.+5V,CAS-DOCK.USB4_SOURCE.+5V,XT30 A clean load/bus contact,SOLDERED bus joint,shielded USB 4-pin dock source contact,CRIMPED contact,"X +42…+58, L near −32, Z local TBD","X +42…+58, L near 0, Z local TBD",on-cassette dock internal fan-out; A0 strain relief before first bend,24 AWG,30,30,20,80,FIRM electrical / ASSUMPTION physical,HOLD — dock/pedestal dry-fit,YES,red · blue band · CAMERA_USB_DOCK_POWER +,J-CAS-012; J-CAS-013; J-CAS-014; J-CAS-017,Connector map: CAMERA_USB power is A clean; all grounds common,BASE
W-CAS-031,on-cassette,CAMERA_USB_DOCK_POWER,GND,A clean,CAS-DOCK.RAIL_A_INPUT.GND,CAS-DOCK.USB4_SOURCE.GND,XT30 A clean load/bus contact,SOLDERED bus joint,shielded USB 4-pin dock source contact,CRIMPED contact,"X +42…+58, L near −32, Z local TBD","X +42…+58, L near 0, Z local TBD",on-cassette dock internal fan-out; A0 strain relief before first bend,24 AWG,30,30,20,80,FIRM electrical / ASSUMPTION physical,HOLD — dock/pedestal dry-fit,YES,black · blue band · CAMERA_USB_DOCK_POWER GND,J-CAS-012; J-CAS-013; J-CAS-014; J-CAS-017,Connector map: CAMERA_USB power is A clean; all grounds common,BASE
W-CAS-032,on-cassette,LED_DOCK_POWER,+5 V,A clean,CAS-DOCK.RAIL_A_INPUT.+5V,CAS-DOCK.LED_SOURCE.+5V,XT30 A clean load/bus contact,SOLDERED bus joint,JST-XH 3-pin dock source contact,CRIMPED contact,"X +42…+58, L near −32, Z local TBD","X +42…+58, L near +32, Z local TBD",on-cassette dock internal fan-out; A0 strain relief before first bend,20 AWG,30,30,20,80,FIRM electrical / ASSUMPTION physical,HOLD — dock/umbilical dry-fit,YES,red · blue band · LED_DOCK_POWER +,J-CAS-012; J-CAS-013; J-CAS-014; J-CAS-017,Connector map: LED power is A clean; all grounds common,BASE
W-CAS-033,on-cassette,LED_DOCK_POWER,GND,A clean,CAS-DOCK.RAIL_A_INPUT.GND,CAS-DOCK.LED_SOURCE.GND,XT30 A clean load/bus contact,SOLDERED bus joint,JST-XH 3-pin dock source contact,CRIMPED contact,"X +42…+58, L near −32, Z local TBD","X +42…+58, L near +32, Z local TBD",on-cassette dock internal fan-out; A0 strain relief before first bend,20 AWG,30,30,20,80,FIRM electrical / ASSUMPTION physical,HOLD — dock/umbilical dry-fit,YES,black · blue band · LED_DOCK_POWER GND,J-CAS-012; J-CAS-013; J-CAS-014; J-CAS-017,Connector map: LED power is A clean; all grounds common,BASE
W-CAS-034,on-cassette,HALL_DOCK_POWER,+5 V,A clean,CAS-DOCK.RAIL_A_INPUT.+5V,CAS-DOCK.HALL_SOURCE.+5V,XT30 A clean load/bus contact,SOLDERED bus joint,JST-XH 3-pin dock source contact,CRIMPED contact,"X +42…+58, L near −32, Z local TBD","X +42…+58, L near +32, Z local TBD",on-cassette dock internal fan-out; A0 strain relief before first bend,28 AWG,30,30,20,80,FIRM electrical / ASSUMPTION physical,HOLD — dock/umbilical dry-fit,YES,red · blue band · HALL_DOCK_POWER +,J-CAS-012; J-CAS-013; J-CAS-014; J-CAS-017,Connector map: HALL power is A clean; all grounds common,BASE
W-CAS-035,on-cassette,HALL_DOCK_POWER,GND,A clean,CAS-DOCK.RAIL_A_INPUT.GND,CAS-DOCK.HALL_SOURCE.GND,XT30 A clean load/bus contact,SOLDERED bus joint,JST-XH 3-pin dock source contact,CRIMPED contact,"X +42…+58, L near −32, Z local TBD","X +42…+58, L near +32, Z local TBD",on-cassette dock internal fan-out; A0 strain relief before first bend,28 AWG,30,30,20,80,FIRM electrical / ASSUMPTION physical,HOLD — dock/umbilical dry-fit,YES,black · blue band · HALL_DOCK_POWER GND,J-CAS-012; J-CAS-013; J-CAS-014; J-CAS-017,Connector map: HALL power is A clean; all grounds common,BASE
W-CAS-036,on-cassette,STEERING_DOCK_POWER,+5 V,B servos,CAS-DOCK.RAIL_B_INPUT.+5V,CAS-DOCK.STEERING_SOURCE.+5V,XT30 B servos load/bus contact,SOLDERED bus joint,positive-lock 3-pin servo dock source contact,CRIMPED contact,"X +42…+58, L near −32, Z local TBD","X +42…+58, L near +32, Z local TBD",on-cassette dock internal fan-out; A0 strain relief before first bend,22 AWG,30,30,20,80,FIRM electrical / ASSUMPTION physical,HOLD — dock/steering dry-fit,YES,red · yellow band · STEERING_DOCK_POWER +,J-CAS-012; J-CAS-013; J-CAS-014; J-CAS-017,Connector map: STEERING power is B servos; all grounds common,BASE
W-CAS-037,on-cassette,STEERING_DOCK_POWER,GND,B servos,CAS-DOCK.RAIL_B_INPUT.GND,CAS-DOCK.STEERING_SOURCE.GND,XT30 B servos load/bus contact,SOLDERED bus joint,positive-lock 3-pin servo dock source contact,CRIMPED contact,"X +42…+58, L near −32, Z local TBD","X +42…+58, L near +32, Z local TBD",on-cassette dock internal fan-out; A0 strain relief before first bend,22 AWG,30,30,20,80,FIRM electrical / ASSUMPTION physical,HOLD — dock/steering dry-fit,YES,black · yellow band · STEERING_DOCK_POWER GND,J-CAS-012; J-CAS-013; J-CAS-014; J-CAS-017,Connector map: STEERING power is B servos; all grounds common,BASE
W-CAS-038,on-cassette,DRS_DOCK_POWER,+5 V,B servos,CAS-DOCK.RAIL_B_INPUT.+5V,CAS-DOCK.DRS_SOURCE.+5V,XT30 B servos load/bus contact,SOLDERED bus joint,positive-lock 3-pin servo dock source contact,CRIMPED contact,"X +42…+58, L near −32, Z local TBD","X +42…+58, L near +32, Z local TBD",on-cassette dock internal fan-out; A0 strain relief before first bend,24 AWG,30,30,20,80,FIRM electrical / ASSUMPTION physical,DEFER — MG90S in transit,YES,red · yellow band · DRS_DOCK_POWER +,J-CAS-012; J-CAS-013; J-CAS-014; J-CAS-017,Connector map: DRS power is B servos; all grounds common,BASE
W-CAS-039,on-cassette,DRS_DOCK_POWER,GND,B servos,CAS-DOCK.RAIL_B_INPUT.GND,CAS-DOCK.DRS_SOURCE.GND,XT30 B servos load/bus contact,SOLDERED bus joint,positive-lock 3-pin servo dock source contact,CRIMPED contact,"X +42…+58, L near −32, Z local TBD","X +42…+58, L near +32, Z local TBD",on-cassette dock internal fan-out; A0 strain relief before first bend,24 AWG,30,30,20,80,FIRM electrical / ASSUMPTION physical,DEFER — MG90S in transit,YES,black · yellow band · DRS_DOCK_POWER GND,J-CAS-012; J-CAS-013; J-CAS-014; J-CAS-017,Connector map: DRS power is B servos; all grounds common,BASE
W-CAS-040,on-cassette,PAN_DOCK_POWER,+5 V,B servos,CAS-DOCK.RAIL_B_INPUT.+5V,CAS-DOCK.PAN_SOURCE.+5V,XT30 B servos load/bus contact,SOLDERED bus joint,positive-lock 3-pin servo dock source contact,CRIMPED contact,"X +42…+58, L near −32, Z local TBD","X +42…+58, L near 0, Z local TBD",on-cassette dock internal fan-out; A0 strain relief before first bend,24 AWG,30,30,20,80,FIRM electrical / ASSUMPTION physical,DEFER — MG90S in transit,YES,red · yellow band · PAN_DOCK_POWER +,J-CAS-012; J-CAS-013; J-CAS-014; J-CAS-017,Connector map: PAN power is B servos; all grounds common,BASE
W-CAS-041,on-cassette,PAN_DOCK_POWER,GND,B servos,CAS-DOCK.RAIL_B_INPUT.GND,CAS-DOCK.PAN_SOURCE.GND,XT30 B servos load/bus contact,SOLDERED bus joint,positive-lock 3-pin servo dock source contact,CRIMPED contact,"X +42…+58, L near −32, Z local TBD","X +42…+58, L near 0, Z local TBD",on-cassette dock internal fan-out; A0 strain relief before first bend,24 AWG,30,30,20,80,FIRM electrical / ASSUMPTION physical,DEFER — MG90S in transit,YES,black · yellow band · PAN_DOCK_POWER GND,J-CAS-012; J-CAS-013; J-CAS-014; J-CAS-017,Connector map: PAN power is B servos; all grounds common,BASE
W-CAS-042,on-cassette,TILT_DOCK_POWER,+5 V,B servos,CAS-DOCK.RAIL_B_INPUT.+5V,CAS-DOCK.TILT_SOURCE.+5V,XT30 B servos load/bus contact,SOLDERED bus joint,positive-lock 3-pin servo dock source contact,CRIMPED contact,"X +42…+58, L near −32, Z local TBD","X +42…+58, L near 0, Z local TBD",on-cassette dock internal fan-out; A0 strain relief before first bend,24 AWG,30,30,20,80,FIRM electrical / ASSUMPTION physical,DEFER — MG90S in transit,YES,red · yellow band · TILT_DOCK_POWER +,J-CAS-012; J-CAS-013; J-CAS-014; J-CAS-017,Connector map: TILT power is B servos; all grounds common,BASE
W-CAS-043,on-cassette,TILT_DOCK_POWER,GND,B servos,CAS-DOCK.RAIL_B_INPUT.GND,CAS-DOCK.TILT_SOURCE.GND,XT30 B servos load/bus contact,SOLDERED bus joint,positive-lock 3-pin servo dock source contact,CRIMPED contact,"X +42…+58, L near −32, Z local TBD","X +42…+58, L near 0, Z local TBD",on-cassette dock internal fan-out; A0 strain relief before first bend,24 AWG,30,30,20,80,FIRM electrical / ASSUMPTION physical,DEFER — MG90S in transit,YES,black · yellow band · TILT_DOCK_POWER GND,J-CAS-012; J-CAS-013; J-CAS-014; J-CAS-017,Connector map: TILT power is B servos; all grounds common,BASE
W-CAS-044,on-cassette,BLOWER_DOCK_POWER,+5 V,B servos,CAS-DOCK.RAIL_B_INPUT.+5V,CAS-DOCK.BLOWER_SOURCE.+5V,XT30 B servos load/bus contact,SOLDERED bus joint,2-pin JST dock source contact,CRIMPED contact,"X +42…+58, L near −32, Z local TBD","X +42…+58, L near 0, Z local TBD",on-cassette dock internal fan-out; A0 strain relief before first bend,24 AWG,30,30,20,80,FIRM electrical / ASSUMPTION physical,HOLD — auxiliary seat/conduit route open,YES,red · yellow band · BLOWER_DOCK_POWER +,J-CAS-012; J-CAS-013; J-CAS-014; J-CAS-017,Connector map: BLOWER power is B servos; all grounds common,BASE
W-CAS-045,on-cassette,BLOWER_DOCK_POWER,GND,B servos,CAS-DOCK.RAIL_B_INPUT.GND,CAS-DOCK.BLOWER_SOURCE.GND,XT30 B servos load/bus contact,SOLDERED bus joint,2-pin JST dock source contact,CRIMPED contact,"X +42…+58, L near −32, Z local TBD","X +42…+58, L near 0, Z local TBD",on-cassette dock internal fan-out; A0 strain relief before first bend,24 AWG,30,30,20,80,FIRM electrical / ASSUMPTION physical,HOLD — auxiliary seat/conduit route open,YES,black · yellow band · BLOWER_DOCK_POWER GND,J-CAS-012; J-CAS-013; J-CAS-014; J-CAS-017,Connector map: BLOWER power is B servos; all grounds common,BASE
W-CAS-046,on-cassette,ESC_SIGNAL,GND,power,PDB.GND_STAR,CAS-DOCK.ESC_SOURCE.GND,PDB star pad,SOLDERED,positive-lock 3-pin servo dock source contact,CRIMPED contact,"X +1…+46, L −27.5…+27.5, Z +1…+19","X +42…+58, L near +32, Z local TBD",on-cassette → ESC dock position; +5 contact cavity left empty and witnessed,28 AWG,80,50,20,150,FIRM electrical / ASSUMPTION physical,HOLD — cassette/dock dry-fit,YES,black · ESC GND · RED/+5 CAVITY EMPTY,J-CAS-004; J-CAS-013; J-CAS-017,"Connector map: ESC signal · sig, GND only · ESC BEC +5 V isolated; +5 V pin removed",BASE
W-CAS-047,on-cassette,RF_J0,5.8 GHz RF,RF,BL-M8812EU2.J0,VID-ANT#1.U_FL,U.FL plug/jack,FACTORY-TERMINATED — DO NOT SOLDER,U.FL whip assembly,FACTORY-TERMINATED — DO NOT CUT,UNPLACED in cassette; X/L/Z TBD,"root ≈X −45, L −18, Z +35; route conditional",on-cassette H-10 to antenna root; ≥10 mm bend; no service pull on jack,50 Ω micro-coax,70,0,10,80,FIRM electrical / ASSUMPTION placement,HOLD — WiFi/antenna placement dry-fit,NO — purchase 80 mm factory lead; never field-cut coax,black coax · RF-J0,J-CAS-010; J-ELC-013,Connector map: Antennas · WiFi module → antennas · RF · U.FL ×J0/J1,BASE
W-CAS-048,on-cassette,RF_J1,5.8 GHz RF,RF,BL-M8812EU2.J1,VID-ANT#2.U_FL,U.FL plug/jack,FACTORY-TERMINATED — DO NOT SOLDER,U.FL whip assembly,FACTORY-TERMINATED — DO NOT CUT,UNPLACED in cassette; X/L/Z TBD,"root ≈X −45, L +18, Z +35; route conditional",on-cassette H-10 to antenna root; ≥10 mm bend; no service pull on jack,50 Ω micro-coax,70,0,10,80,FIRM electrical / ASSUMPTION placement,HOLD — WiFi/antenna placement dry-fit,NO — purchase 80 mm factory lead; never field-cut coax,black coax · RF-J1,J-CAS-010; J-ELC-014,Connector map: Antennas · WiFi module → antennas · RF · U.FL ×J0/J1,BASE
W-PED-001,pedestal-conduit,PAN,sig,B servos,CAS-DOCK.PAN_LOAD.SIG,MG90S_PAN.SIG,positive-lock 3-pin servo dock load contact,CRIMPED contact,3-pin servo connector,CRIMPED/factory contact,"X +42…+58, L near 0, Z local TBD","pedestal X +51…+65, L −11…+11; gimbal Z datum TBD",dock → ≥25 mm lower loop → R1/R2 turn → 10×18 pedestal conduit → gimbal loop,28 AWG,140,90,30,260,FIRM electrical / ASSUMPTION physical,DEFER — MG90S in transit,YES,white · yellow band · PAN SIG,J-CAS-011; J-CAS-013; J-CAS-016; J-CAS-017,"Connector map: Gimbal pan · ESP32 #1 GPIO19 · sig, +5 V(B), GND",BASE
W-PED-002,pedestal-conduit,PAN,+5 V,B servos,CAS-DOCK.PAN_LOAD.+5V,MG90S_PAN.+5V,positive-lock 3-pin servo dock load contact,CRIMPED contact,3-pin servo connector,CRIMPED/factory contact,"X +42…+58, L near 0, Z local TBD","pedestal X +51…+65, L −11…+11; gimbal Z datum TBD",dock → ≥25 mm lower loop → R1/R2 turn → 10×18 pedestal conduit → gimbal loop,24 AWG,140,90,30,260,FIRM electrical / ASSUMPTION physical,DEFER — MG90S in transit,YES,red · yellow band · PAN 5V,J-CAS-011; J-CAS-013; J-CAS-016; J-CAS-017,"Connector map: Gimbal pan · sig, +5 V(B), GND · 3-pin servo",BASE
W-PED-003,pedestal-conduit,PAN,GND,B servos,CAS-DOCK.PAN_LOAD.GND,MG90S_PAN.GND,positive-lock 3-pin servo dock load contact,CRIMPED contact,3-pin servo connector,CRIMPED/factory contact,"X +42…+58, L near 0, Z local TBD","pedestal X +51…+65, L −11…+11; gimbal Z datum TBD",dock → ≥25 mm lower loop → R1/R2 turn → 10×18 pedestal conduit → gimbal loop,24 AWG,140,90,30,260,FIRM electrical / ASSUMPTION physical,DEFER — MG90S in transit,YES,black · yellow band · PAN GND,J-CAS-011; J-CAS-013; J-CAS-016; J-CAS-017,"Connector map: Gimbal pan · sig, +5 V(B), GND · 3-pin servo",BASE
W-PED-004,pedestal-conduit,TILT,sig,B servos,CAS-DOCK.TILT_LOAD.SIG,MG90S_TILT.SIG,positive-lock 3-pin servo dock load contact,CRIMPED contact,3-pin servo connector,CRIMPED/factory contact,"X +42…+58, L near 0, Z local TBD","pedestal X +51…+65, L −11…+11; gimbal Z datum TBD",dock → ≥25 mm lower loop → R1/R2 turn → 10×18 pedestal conduit → gimbal loop,28 AWG,150,100,30,280,FIRM electrical / ASSUMPTION physical,DEFER — MG90S in transit,YES,white · yellow band · TILT SIG,J-CAS-011; J-CAS-013; J-CAS-016; J-CAS-017,"Connector map: Gimbal tilt · ESP32 #1 GPIO23 · sig, +5 V(B), GND",BASE
W-PED-005,pedestal-conduit,TILT,+5 V,B servos,CAS-DOCK.TILT_LOAD.+5V,MG90S_TILT.+5V,positive-lock 3-pin servo dock load contact,CRIMPED contact,3-pin servo connector,CRIMPED/factory contact,"X +42…+58, L near 0, Z local TBD","pedestal X +51…+65, L −11…+11; gimbal Z datum TBD",dock → ≥25 mm lower loop → R1/R2 turn → 10×18 pedestal conduit → gimbal loop,24 AWG,150,100,30,280,FIRM electrical / ASSUMPTION physical,DEFER — MG90S in transit,YES,red · yellow band · TILT 5V,J-CAS-011; J-CAS-013; J-CAS-016; J-CAS-017,"Connector map: Gimbal tilt · sig, +5 V(B), GND · 3-pin servo",BASE
W-PED-006,pedestal-conduit,TILT,GND,B servos,CAS-DOCK.TILT_LOAD.GND,MG90S_TILT.GND,positive-lock 3-pin servo dock load contact,CRIMPED contact,3-pin servo connector,CRIMPED/factory contact,"X +42…+58, L near 0, Z local TBD","pedestal X +51…+65, L −11…+11; gimbal Z datum TBD",dock → ≥25 mm lower loop → R1/R2 turn → 10×18 pedestal conduit → gimbal loop,24 AWG,150,100,30,280,FIRM electrical / ASSUMPTION physical,DEFER — MG90S in transit,YES,black · yellow band · TILT GND,J-CAS-011; J-CAS-013; J-CAS-016; J-CAS-017,"Connector map: Gimbal tilt · sig, +5 V(B), GND · 3-pin servo",BASE
W-PED-007,pedestal-conduit,CAMERA_USB,D+,A clean,VID-CAM.D+,CAS-DOCK.USB4_LOAD.D+,shielded micro-USB/camera pad,SOLDERED or factory micro-USB,shielded USB 4-pin dock load contact,CRIMPED or SOLDERED per selected USB4,"pedestal X +51…+65, L −11…+11; gimbal Z datum TBD","X +42…+58, L near 0, Z local TBD",camera ↔ 10×18 pedestal conduit ↔ ≥20 mm USB bend / ≥25 mm lower loop ↔ dock,28 AWG,160,90,30,280,FIRM electrical / ASSUMPTION physical,HOLD — camera/USB4/pedestal dry-fit,YES,green · USB D+,J-CAS-011; J-CAS-014; J-CAS-016; J-CAS-017,"Connector map: Camera ↔ WiFi · D+→DP, D−→DM, +5 V(A), GND · shielded 4-pin / micro-USB",BASE
W-PED-008,pedestal-conduit,CAMERA_USB,D−,A clean,VID-CAM.D−,CAS-DOCK.USB4_LOAD.D−,shielded micro-USB/camera pad,SOLDERED or factory micro-USB,shielded USB 4-pin dock load contact,CRIMPED or SOLDERED per selected USB4,"pedestal X +51…+65, L −11…+11; gimbal Z datum TBD","X +42…+58, L near 0, Z local TBD",camera ↔ 10×18 pedestal conduit ↔ ≥20 mm USB bend / ≥25 mm lower loop ↔ dock,28 AWG,160,90,30,280,FIRM electrical / ASSUMPTION physical,HOLD — camera/USB4/pedestal dry-fit,YES,white · USB D−,J-CAS-011; J-CAS-014; J-CAS-016; J-CAS-017,"Connector map: Camera ↔ WiFi · D+→DP, D−→DM, +5 V(A), GND · shielded 4-pin / micro-USB",BASE
W-PED-009,pedestal-conduit,CAMERA_USB,+5 V,A clean,CAS-DOCK.USB4_LOAD.+5V,VID-CAM.+5V,shielded USB 4-pin dock load contact,CRIMPED or SOLDERED per selected USB4,shielded micro-USB/camera pad,SOLDERED or factory micro-USB,"X +42…+58, L near 0, Z local TBD","pedestal X +51…+65, L −11…+11; gimbal Z datum TBD",camera ↔ 10×18 pedestal conduit ↔ ≥20 mm USB bend / ≥25 mm lower loop ↔ dock,24 AWG,160,90,30,280,FIRM electrical / ASSUMPTION physical,HOLD — camera/USB4/pedestal dry-fit,YES,red · blue band · CAMERA 5V,J-CAS-011; J-CAS-014; J-CAS-016; J-CAS-017,"Connector map: Camera ↔ WiFi · D+→DP, D−→DM, +5 V(A), GND · shielded 4-pin / micro-USB",BASE
W-PED-010,pedestal-conduit,CAMERA_USB,GND,A clean,CAS-DOCK.USB4_LOAD.GND,VID-CAM.GND,shielded USB 4-pin dock load contact,CRIMPED or SOLDERED per selected USB4,shielded micro-USB/camera pad,SOLDERED or factory micro-USB,"X +42…+58, L near 0, Z local TBD","pedestal X +51…+65, L −11…+11; gimbal Z datum TBD",camera ↔ 10×18 pedestal conduit ↔ ≥20 mm USB bend / ≥25 mm lower loop ↔ dock,24 AWG,160,90,30,280,FIRM electrical / ASSUMPTION physical,HOLD — camera/USB4/pedestal dry-fit,YES,black · blue band · CAMERA GND,J-CAS-011; J-CAS-014; J-CAS-016; J-CAS-017,"Connector map: Camera ↔ WiFi · D+→DP, D−→DM, +5 V(A), GND · shielded 4-pin / micro-USB",BASE
W-PED-011,pedestal-conduit,BLOWER,+5 V,B servos,CAS-DOCK.BLOWER_LOAD.+5V,COOL-BLOW.+5V,2-pin JST dock load contact,CRIMPED contact,2-pin JST blower connector,CRIMPED/factory contact,"X +42…+58, L near 0, Z local TBD",camera-module local on pedestal; X/L/Z TBD,dock → R1/pedestal-adjacent route; conduit inclusion is OPEN (firm conduit bundle excludes blower),24 AWG,160,90,30,280,FIRM electrical / ASSUMPTION physical,HOLD — auxiliary seat and camera-module route open,YES,red · yellow band · BLOWER 5V,J-CAS-016; J-CAS-017,"Connector map: Blower · Rail B · +5 V, GND (always-on) · 2-pin JST",BASE
W-PED-012,pedestal-conduit,BLOWER,GND,B servos,CAS-DOCK.BLOWER_LOAD.GND,COOL-BLOW.GND,2-pin JST dock load contact,CRIMPED contact,2-pin JST blower connector,CRIMPED/factory contact,"X +42…+58, L near 0, Z local TBD",camera-module local on pedestal; X/L/Z TBD,dock → R1/pedestal-adjacent route; conduit inclusion is OPEN (firm conduit bundle excludes blower),24 AWG,160,90,30,280,FIRM electrical / ASSUMPTION physical,HOLD — auxiliary seat and camera-module route open,YES,black · yellow band · BLOWER GND,J-CAS-016; J-CAS-017,"Connector map: Blower · Rail B · +5 V, GND (always-on) · 2-pin JST",BASE
W-UMB-001,umbilical,BATTERY_MAIN,BAT+,power,2S_PACK.BAT+,CAS-DOCK.XT60_SOURCE.BAT+,pack tab/lead,FACTORY-SOLDERED,XT60 shrouded/socket source half,SOLDERED cup,"X −80…−5, L +22.5…+67.5, Z +1.5…+26.5","X +42…+58, L near −32, Z local TBD",pack lead → strain anchor → ganged dock; no exposed live contact,16 AWG,100,70,30,200,FIRM electrical / ASSUMPTION physical,DEFER — 2S pack in transit,YES,red · POWER · BAT+,J-PWR-002; J-CAS-012; J-CAS-017,"Connector map: Battery main · Pack → PDB · +, − · XT60",BASE
W-UMB-002,umbilical,BATTERY_MAIN,BAT−,power,2S_PACK.BAT−,CAS-DOCK.XT60_SOURCE.BAT−,pack tab/lead,FACTORY-SOLDERED,XT60 shrouded/socket source half,SOLDERED cup,"X −80…−5, L +22.5…+67.5, Z +1.5…+26.5","X +42…+58, L near −32, Z local TBD",pack lead → strain anchor → ganged dock; no exposed live contact,16 AWG,100,70,30,200,FIRM electrical / ASSUMPTION physical,DEFER — 2S pack in transit,YES,black · POWER · BAT−,J-PWR-002; J-CAS-012; J-CAS-017,"Connector map: Battery main · Pack → PDB · +, − · XT60",BASE
W-UMB-003,umbilical,PACK_BALANCE,2S balance contact 1,power,2S_PACK.JST-XH_3.pin1,CAS-DOCK.BALANCE_SOURCE.pin1,pack JST-XH 3-pin contact,FACTORY-CRIMPED,JST-XH 3-pin dock source contact,CRIMPED contact,"X −80…−5, L +22.5…+67.5, Z +1.5…+26.5","X +42…+58, L near +32, Z local TBD",pack balance lead → protected parallel path to signal bank; no pin-order inference,22 AWG,110,80,30,220,FIRM electrical / ASSUMPTION physical,DEFER — 2S pack and IP2326 not sourced,YES,white flag · BAL-1 · polarity TBD,J-PWR-002; J-CAS-005; J-CAS-014; J-CAS-017,Connector map: Pack balance · Pack → charge module · 2S balance · JST-XH 3-pin,BASE
W-UMB-004,umbilical,PACK_BALANCE,2S balance contact 2,power,2S_PACK.JST-XH_3.pin2,CAS-DOCK.BALANCE_SOURCE.pin2,pack JST-XH 3-pin contact,FACTORY-CRIMPED,JST-XH 3-pin dock source contact,CRIMPED contact,"X −80…−5, L +22.5…+67.5, Z +1.5…+26.5","X +42…+58, L near +32, Z local TBD",pack balance lead → protected parallel path to signal bank; no pin-order inference,22 AWG,110,80,30,220,FIRM electrical / ASSUMPTION physical,DEFER — 2S pack and IP2326 not sourced,YES,white flag · BAL-2 · polarity TBD,J-PWR-002; J-CAS-005; J-CAS-014; J-CAS-017,Connector map: Pack balance · Pack → charge module · 2S balance · JST-XH 3-pin,BASE
W-UMB-005,umbilical,PACK_BALANCE,2S balance contact 3,power,2S_PACK.JST-XH_3.pin3,CAS-DOCK.BALANCE_SOURCE.pin3,pack JST-XH 3-pin contact,FACTORY-CRIMPED,JST-XH 3-pin dock source contact,CRIMPED contact,"X −80…−5, L +22.5…+67.5, Z +1.5…+26.5","X +42…+58, L near +32, Z local TBD",pack balance lead → protected parallel path to signal bank; no pin-order inference,22 AWG,110,80,30,220,FIRM electrical / ASSUMPTION physical,DEFER — 2S pack and IP2326 not sourced,YES,white flag · BAL-3 · polarity TBD,J-PWR-002; J-CAS-005; J-CAS-014; J-CAS-017,Connector map: Pack balance · Pack → charge module · 2S balance · JST-XH 3-pin,BASE
W-UMB-006,umbilical,STEERING,sig,B servos,CAS-DOCK.STEERING_LOAD.SIG,DS3235SG.SIG,positive-lock 3-pin servo dock load contact,CRIMPED contact,3-pin servo connector,CRIMPED/factory contact,"X +42…+58, L near +32, Z local TBD","X −84…−16 station, L ≈0, Z 0…+22.9",dock → immediate R2 turn → A1 → A2/X1 lateral exit → steering lead,28 AWG,190,60,30,280,FIRM electrical / ASSUMPTION physical,HOLD — steering/dock dry-fit,YES,white · yellow band · STEERING SIG,J-SRV-002; J-CAS-013; J-CAS-017,"Connector map: Steering servo · ESP32 #1 GPIO13 · sig, +5 V(B), GND · 3-pin servo",BASE
W-UMB-007,umbilical,STEERING,+5 V,B servos,CAS-DOCK.STEERING_LOAD.+5V,DS3235SG.+5V,positive-lock 3-pin servo dock load contact,CRIMPED contact,3-pin servo connector,CRIMPED/factory contact,"X +42…+58, L near +32, Z local TBD","X −84…−16 station, L ≈0, Z 0…+22.9",dock → immediate R2 turn → A1 → A2/X1 lateral exit → steering lead,22 AWG,190,60,30,280,FIRM electrical / ASSUMPTION physical,HOLD — steering/dock dry-fit,YES,red · yellow band · STEERING 5V,J-SRV-002; J-CAS-013; J-CAS-017,"Connector map: Steering servo · ESP32 #1 GPIO13 · sig, +5 V(B), GND · 3-pin servo",BASE
